Nama Dosen,Bidang,Judul Publikasi,Authors,Citation,Year,Judul Publikasi English
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Student-centered Factors on Online Learning: A Systematic Literature Review,"IPE Juliantara, PI Santosa, SS Kusumawardani",,2022,Student-centered Factors on Online Learning: A Systematic Literature Review
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Pengukuran Kepuasan Pengguna E-Learning Menggunakan Metode Evaluasi Heuristik dan System Usability Scale,"E Iryanti, SS Kusumawardani, I Hidayah",,2022,Measuring E-Learning User Satisfaction Using the Heuristic Evaluation Method and System Usability Scale
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Predicting Student Performance Based on Their Interaction Activities in A Learning Management System using Machine Learning Method,"SS Kusumawardani, DJ Ratnaningsih, SAI Alfarozi, AI Endrayanto, ...",,2021,Predicting Student Performance Based on Their Interaction Activities in A Learning Management System using Machine Learning Method
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Identify High-Priority Barriers to Effective Digital Transformation in Higher Education: A Case Study at Private University in Indonesia,"BR Aditya, DF Murad, R Ferdiana, SS Kusumawardani, BD Wijanarko",,2021,Identify High-Priority Barriers to Effective Digital Transformation in Higher Education: A Case Study at Private University in Indonesia
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Competencies Measurement Framework Using Course Scoring Sheet (CSS) and Course Competencies Score (CCS),"E Tjandra, SS Kusumawardani, R Ferdiana",,2021,Competencies Measurement Framework Using Course Scoring Sheet (CSS) and Course Competencies Score (CCS)
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,"A Literature Review of Knowledge Tracing for Student Modeling: Research Trends, Models, Datasets, and Challenges","EH Am, I Hidayah, SS Kusumawardani",,2021,"A Literature Review of Knowledge Tracing for Student Modeling: Research Trends, Models, Datasets, and Challenges"
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Critical Success Factor on E-Learning: Case Study Ruangguru Indonesia,"AA Fikriya, SS Kusumawardani, I Hidayah",,2021,Critical Success Factor on E-Learning: Case Study Ruangguru Indonesia
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,E-learning Development Strategy through Massive Open Online Course (MOOC) In Clinical Rotation Nursing Education,"T Harjanto, DSEW Sumunar, Oktavin, RN Imallah, SS Kusumawardani",,2021,E-learning Development Strategy through Massive Open Online Course (MOOC) In Clinical Rotation Nursing Education
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Innovative and Sustainable Research-Based Learning & Community Services During Lockdown by COVID-19,"ID Ana, C Agus, H Suryatmojo, W Widyatmanti, IE Aluicius, ...",,2021,Innovative and Sustainable Research-Based Learning & Community Services During Lockdown by COVID-19
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,The Design of E-TOEFL Based Learning Management System in Universitas Bung Hatta,"R Amelia, F Harmaini, NA Setiawan, S Kusumawardani",,2021,The Design of E-TOEFL Based Learning Management System in Universitas Bung Hatta
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,A Proposed Model for Detecting Learning Styles Based on Agent Learning,"LE Nugroho, PI Santosa, SS Kusumawardani",,2021,A Proposed Model for Detecting Learning Styles Based on Agent Learning
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,A Review of Gamification Method for Antibullying Behavior Education,"G Nalendro, SS Kusumawardani, BS Hantono",,2021,A Review of Gamification Method for Antibullying Behavior Education
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,The Study of the Barriers to Digital Transformation in Higher Education: A Preliminary Investigation in Indonesia,"BR Aditya, R Ferdiana, SS Kusumawardani",,2020,The Study of the Barriers to Digital Transformation in Higher Education: A Preliminary Investigation in Indonesia
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Reverse Engineering Website Navigation Using an Information Architecture Approach (Case Study: Kanal Pengetahuan Universitas Gadjah Mada),"M Fikri, SS Kusumawardani, R Ferdiana",,2020,Reverse Engineering Website Navigation Using an Information Architecture Approach (Case Study: Gadjah Mada University Knowledge Channel)
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,A Review of Automated Testing Approach for Software Regression Testing,"FAKPG Sutapa, SS Kusumawardani, AE Permanasari",,2020,A Review of Automated Testing Approach for Software Regression Testing
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Adoption of Various Frameworks for e-Learning Governance That Support the Readiness of e-Learning System Governance for Indonesia Higher Education,"A Surizka, SS Kusumawardani, PI Santosa",,2020,Adoption of Various Frameworks for e-Learning Governance That Support the Readiness of e-Learning System Governance for Indonesia Higher Education
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Measuring User Experience on Massive Open Online Course with User-Centered Metrics: A Case Study,"R Fitron, SS Kusumawardani, R Ferdiana",,2019,Measuring User Experience on Massive Open Online Course with User-Centered Metrics: A Case Study
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Identifying Smartphone Based Features for Automatic Learning Style Identification Approaches Using Correlation Tests,"MSF Erwianda, PI Santosa, SS Kusumawardani, BS Hantono, ...",,2019,Identifying Smartphone Based Features for Automatic Learning Style Identification Approaches Using Correlation Tests
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,A Framework of Educational Feedback System with Statistical Method and Sentiment Analysis,"S Nasrulloh, A Permanasari, S Kusumawardani",,2019,A Framework of Educational Feedback System with Statistical Method and Sentiment Analysis
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Topology Analysis of iBGP Confederation Case: Indonesia Research and Education Network (IdREN),"IW Lahusen, W Widyawan, SS Kusumawardani",,2019,Topology Analysis of iBGP Confederation Case: Indonesia Research and Education Network (IdREN)
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Pengujian Kegunaan Aplikasi APOA Menggunakan System Usability Scale untuk Mendukung Revolusi Industri 4.0,"A Destiyarto, SS Kusumawardani, R Ferdiana",,2019,Testing the Usability of APOA Applications Using the System Usability Scale to Support the Industrial Revolution 4.0
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Pengenalan Dokumen Perjalanan Menggunakan Image Capture Camera pada Smartphone Android,"A Destiyarto, SS Kusumawardani, R Ferdiana",,2018,Introduction to Travel Documents Using Image Capture Camera on an Android Smartphone
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Rekomendasi Berdasarkan Nilai Pretest Mahasiswa Menggunakan Metode Collaborative Filtering dan Bayesian Ranking,"B Stefani, TB Adji, SS Kusumawardani, I Hidayah",,2018,Recommendations Based on Student Pretest Scores Using Collaborative Filtering and Bayesian Ranking Methods
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Kajian Framework COBIT 5 Untuk Pengukuran Keamanan Sistem Informasi Akademik,"Y Supit, SS Kusumawardani, WW Winarno",,2017,COBIT 5 Framework Study for Measurement of Academic Information System Security
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Analisis Penerimaan terhadap Sistem Informasi Elearning Janabadra,"AS Saputra, SS Kusumawardani, E Nugroho",,2017,Acceptance Analysis of the Janabadra Elearning Information System
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Pengaruh Parameter Learning Rate dan Fungsi Ketetanggaan pada Pencarian Solusi Travelling Salesman Problem dengan Metode Kohonen Self-Organizing Maps,"MS Said, I Soesanti, SS Kusumawardani",,2017,The Influence of Learning Rate Parameters and Neighborhood Functions on Searching for Solutions to the Traveling Salesman Problem with the Kohonen Self-Organizing Maps Method
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Developing Academic Executive Information System Uses Kimball Methodology: Case Study in an Indonesia Higher Education System,"Asroni, NA Setiawan, SS Kusumawardani",,2017,Developing Academic Executive Information System Uses Kimball Methodology: Case Study in an Indonesia Higher Education System
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Aplikasi Pengumpulan Data Survei Memanfaatkan SMS Gateway,"LE Nugroho, SS Kusumawardani",,2016,Survey Data Collection Application Utilizing SMS Gateway
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Analisis Integrasi Elastic Net pada Self-Organizing Map untuk penyelesaian Travelling Salesman Problem,"MS Said, I Soesanti, SS Kusumawardani",,2016,Analysis of Elastic Net Integration on Self-Organizing Map to Solve the Traveling Salesman Problem
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Perancangan Ontologi Student Payment Dari Relational Database Berbasis Semantic Web Service Studi Kasus Pada Perguruan Tinggi X,"J Jaeni, S Selo, SS Kusumawardani",,2015,Design of Student Payment Ontology from Relational Database Based on Semantic Web Service Case Study at College X
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,KAJIAN PERANCANGAN SISTEM INFORMASI PENERBITAN IJIN BELAJAR DENGAN BUSINESS PROCESS REENGINEERING,"RF Ahyar, S Sulistyo, SS Kusumawardani",,2015,STUDY OF INFORMATION SYSTEM DESIGN FOR ISSUING STUDY PERMIT WITH BUSINESS PROCESS REENGINEERING
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,RANCANG BANGUN MANAJEMEN BANDWIDTH PADA WIRELESS MESH NETWORK DENGAN METODE HIERARCHY TOKEN BUCKET,"H Oktafiandi, W Widyawan, SS Kusumawardani",,2015,BANDWIDTH MANAGEMENT DESIGN IN WIRELESS MESH NETWORK USING THE TOKEN BUCKET HIERARCHY METHOD
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,"PERANCANGAN INTEGRASI SISTEM INFORMASI NILEK, NILEM DAN NILEP DENGAN SISTEM INFORMASI PENDATAAN MENGGUNAKAN METODE WEB SERVICE","RF Ahyar, S Sulistyo, SS Kusumawardani",,2015,"INTEGRATION DESIGN OF NILEK, NILEM AND NILEP INFORMATION SYSTEM WITH DATA COLLECTION INFORMATION SYSTEM USING THE WEB SERVICE METHOD"
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,SELEKSI ATRIBUT DENGAN TEORI ROUGH SET UNTUK SIMULASI EVAKUASI BENCANA KEBAKARAN HUTAN MENGGUNAKAN ALGORITMA DIJKSTRA,HF HERDIYATMOKO,,2015,ATTRIBUTE SELECTION WITH ROUGH SET THEORY FOR SIMULATION OF FOREST FIRE EVACUATION USING DIJKSTRA ALGORITHM
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Rancang Bangun Pembangkit Ontologi dan RDF pada Sistem E-Learning PrimagamaPlus,"C Damarjati, A Ashari, SS Kusumawardani",,2015,Design and Build of Ontology and RDF Generators in the PrimagamaPlus E-Learning System
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,PENGEMBANGAN INSTRUMEN PENILAIAN PELAKSANAAN PROGRAM PELATIHAN (TRAINING) SECARA BLENDED LEARNING,IKG WIRATRISNA,,2015,DEVELOPMENT OF TRAINING PROGRAM IMPLEMENTATION ASSESSMENT IN BLENDED LEARNING
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Perancangan Knowledge Management Berbasis Ontologi untuk Pemenuhan Kebutuhan Gizi Olahragawan pada Usia 18-30 Tahun,"SS Kusumawardani, BS Hantono",,2015,Ontology-Based Knowledge Management Design to Meet the Nutritional Needs of Athletes at the Age of 18-30 Years
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Perancangan Model Jaringan Komputer Rumah Sakit Akademik UGM Menggunakan IPv6 dalam Lingkup Penggunaan VLAN dan Keamanan Berbasis Access Control List,A PRISANTAMA,,2015,Designing a Computer Network Model for UGM Academic Hospital Using IPv6 in the Scope of Use of VLANs and Access Control List-Based Security
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,PERANCANGAN WEB SEMANTIK UNTUK DETEKSI DINI PENYIMPANGAN PERKEMBANGAN ANAK MENGGUNAKAN KUESIONER PRA SKRINING PERKEMBANGAN (KPSP) BERBASIS ONTOLOGI,"AE Permanasari, SS Kusumawardani",,2015,SEMANTIC WEB DESIGN FOR EARLY DETECTION OF CHILD DEVELOPMENT DETERMINATIONS USING ONTOLOGY-BASED PRE-SCREENING QUESTIONNAIRE
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,ANALISIS PERBANDINGAN UNJUK KERJA FILE TRANSFER PROTOCOL (FTP) PADA IPV4 DAN IPV6 MENGGUNAKAN GNS3,MR ANSHORY,,2015,COMPARISON ANALYSIS OF FILE TRANSFER PROTOCOL (FTP) PERFORMANCE ON IPV4 AND IPV6 USING GNS3
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,PENGEMBANGAN KERANGKA KERJA E-LEARNING BERBASIS SEMANTIK UNTUK TUJUAN SIGNIFICANT LEARNING EXPERIENCES PADA TUGAS AKHIR MAHASISWA TEKNIK,SRIS KUSUMAWARDANI,,2015,DEVELOPMENT OF A SEMANTIC BASED E-LEARNING FRAMEWORK FOR THE PURPOSE OF SIGNIFICANT LEARNING EXPERIENCES IN ENGINEERING STUDENT FINAL PROJECT
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Perancangan dan Implementasi Sistem Informasi Pemesanan Berbasis WordPress Menggunakan Unified Modeling Language dan Lotus Framework,MI JAYADI,,2015,Design and Implementation of a WordPress-Based Ordering Information System Using Unified Modeling Language and Lotus Framework
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Linear Information Combining on Repeat-Accumulate Codes for Decode-and-Forward Wireless Relay Channel,"D Chandra, SS Kusumawardani",,2015,Linear Information Combining on Repeat-Accumulate Codes for Decode-and-Forward Wireless Relay Channel
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,Simulasi Implementasi Manual IPv6 Tunnel untuk Transisi IPv4 ke IPv6 pada Model Jaringan Hierarchical Tiga Layer,FA PUTRA,,2015,IPv6 Tunnel Manual Implementation Simulation for IPv4 to IPv6 Transition in Three Layer Hierarchical Network Model
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,SIMULASI SANDI TURBO PADA LONG TERM EVOLUTION (LTE) BERBASIS SIMULINK,KD ANGELIN,,2015,SIMULATION OF TURBO PASSAGE ON LONG TERM EVOLUTION (LTE) BASED ON SIMULINK
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,JARINGAN KOMPUTER VLAN DAN ACCESS CONTROL LIST PADA RUMAH SAKIT UMUM (RSU) BAHTERAMAS SULAWESI TENGGARA (SULTRA),MUHU DWIATSA,,2015,"VLAN COMPUTER NETWORK AND ACCESS CONTROL LIST AT BAHTERAMAS GENERAL HOSPITAL, TENGGARA SULAWESI (SULTRA)"
"Dr. Sri Suning Kusumawardani, S.T., M.T.",Software Engineering,PENERAPAN BUSINESS PROCESS REENGINEERING (BPR) UNTUK PERANCANGAN SISTEM INFORMASI PENERBITAN REKOMENDASI PERIZINAN BIDANG PENDIDIKAN ANAK USIA DINI DAN PENDIDIKAN NON FORMAL,RF AHYAR,,2015,IMPLEMENTATION OF BUSINESS PROCESS REENGINEERING (BPR) FOR THE DESIGN OF INFORMATION SYSTEM FOR ISSUING LICENSING RECOMMENDATIONS IN THE FIELD OF EARLY CHILD EDUCATION AND NON-FORMAL EDUCATION
